from_id	comment_id	text	from_expression	city	age	country	sex
176505643	7703982	Внатуре оборзели, прислали сообщение, что надо оплатить до такого-то числа, иначе отрубят инет, в час ночи того самого дня СМЕ КАЛ ОЧКА Ещё и без моего ведома списали за роуминг 250 рублей из Москвы, КАРЛ	из России	Санкт-Петербург	None	Россия	1
122578439	17726660	Она просто из Армении	из россии	Санкт-Петербург	None	Россия	2
198335722	1756058	[id353892548|Christian], тем временем интересного и необычного мужика из Сан-марино обосрали здесь в комментариях, школота правит евровидением теперь	из России	Санкт-Петербург	50	Россия	2
6918792	1599896	Как много людей которых воспитывали волки...оскорбления... Из за песенок... И в осном не из России пишут...	из России	Санкт-Петербург	None	Россия	1
6418698	1604294	Для меня девушка из Испании всё равно была лучшей, как её могли так недооценить..	из России	Санкт-Петербург	None	Россия	1
221490088	1528450	[id126563230|Эрика], ты родом из Норвегии????? 😃	из России	Санкт-Петербург	None	Россия	1
253898924	1930264	Заколебали сливать Беларусь. Какого хрена вообще? Каждый год одно и то же. Почему, блин? Я из России, но болела за Айвана в этом полуфинале. Обидно очень.	из России	Санкт-Петербург	None	Россия	1
80438726	383906	Молодцы ребята, тоже хочу из Уфы куда-нибудь стартануть	из России	Санкт-Петербург	None	Россия	2
439181	7537977	Нужно чтоб еще к водителю приехал старый друг - адвокат из Москвы и соблазнил жену.	из России	Санкт-Петербург	30	Россия	2
417655864	2317672	[id2853172|Вадим], к чему это? Или вы думаете, что я из Украины? Ахаха) нет я из рашки, так что высер в сторону Украины здесь не уместен	из России	Санкт-Петербург	19	Россия	2
70770422	7620223	Люди либо выражают соболезнования, либо молчат (если относились к нему негативно). Только скачущие бандерлоги из Украины и крякающие хомячки из России устроили пляски на костях. Всё как обычно. В такие дни легко понять: кто человек, а кто злобная тварь.	из россии	Санкт-Петербург	None	Россия	2
371488851	350255	"Все зависит от Ваших отношений с близкими. Какие они люди. Если люди адекватные и понимающие, то все будет хорошо. Конечно, будут переживать за вас, но поймут Ваше решение и примут его, потому что это Ваша жизнь.   Я в кругосветку не уезжала, но моя мама очень сильно  против моих путешествий. Не было и путешествия, чтобы она не запретила мне ехать. Но я понимаю, что жизнь моя и тратить её на жизнь ""дом-работа-дом-работа-деньги-ненужные вещи и покупки- работа.."" мне не хочется. Каждый раз я показываю ей видео и статьи о том или ином месте, чтобы как-то успокоить её. И Вселенная слышит меня и каждый раз, ей встречаются люди, которые были в тех городах и странах. Они рассказывают ей, что это безопасно и все будет хорошо. Так вот она возвращается домой после случайных разговоров и говорит мне: окей, только обещай быть на связи. Честное слово, каждый раз такое происходит, то ей массажисты из Индии встречаются, то люди из Норильска.. разные люди.  Моя мама уже в возрасте и я единственная, кто у неё есть. Она хочет, чтобы я жила всегда с ней, но я расцениваю адекватно. У меня всегда есть деньги на обратный билет, чтобы если что срочно прилететь к ней в любой момент и быть рядом.  В общем, запомните, что это ваша жизнь и  только Вам проживать её. Будьте счастливы)))"	из России	Санкт-Петербург	None	Россия	1
96841145	2282697	А я из России и у меня идет евровидение лол	из РОССИИ	Санкт-Петербург	19	Россия	1
303150231	2295546	[id131716772|Ришат], я из Беларуси, знаю лично кто будет комментить, он челик с юморком и разговаривает на русском	из России	Санкт-Петербург	None	Россия	2
185932843	7586907	Было очень красиво , особенно ребята из Испании постарались 👍🏻	из России	Санкт-Петербург	None	Россия	1
7941244	1727218	[id220768568|Alexey], ну, уже можно вновь победить кому-то/чему-то в стиле Лены из Германии...лично я примерно на такую победу в этом году и рассчитываю...либо на Лазарева...он может!!!	из России	Санкт-Петербург	None	Россия	2
741627	1614410	"[id243336400|Алёнушка], более 35 тыс.человек из Украины только за неполный прошлый 2014 год, и это только по официальным данным - попросили у России статус беженцев, и не собираются возвращаться к себе! видать патриотов у вас там почти и нет, или Родина не особо держит своих истинных украинцев?! Одного не могу понять, почему на любом сайте, всегда найдется пару украинцев недалекого ума, которые обязательно будут обсирать Россию, возникать,и пяткой себя в грудь бить, убеждая - какие же они несчастные, и все такие патриоты, и русские их там всех в рабство захватили и т.д. и т.п.??? Мы про вас и думать забыли,что вы вообще есть, пока сами не лезете. Как затычки в каждой бочке, ну везде свой нос суёт!!!. Хотели Майдан, к Европе под крыло, так и езжайте. Россиия и без вас спокойно жила и еще проживет века. Хватит возмущаться!!! Как у вас проблемы с деньгами, газом, и т.п. так: ""Россия, помоги! Мы же страны-союзники, братья бывшего СССР!"" А не поплохело, когда в долг брали млрд., газ тратили, на заработки приезжали - особо не платя за него, а терь ваще просите простить все долги. Не жирно ли??? И опять мы плохие для вас. Зажрались вы хорошим отношением, продаетесь Америке, которая о вас ноги вытирает! Как Америка через вас хочет к нами подобраться и рассорить нас,чтоб вы им как пешки не мешали, зомбируя вас и придумывая уловки в виде русской формы, техники и русской речи, так: ""Русские сволочи, всех убивают, страну разрушили, кризис устроили и т.п.!"" А пройдет время, когда вы Америке, Европе и остальным будете не нужны, когда страна задохнется в кризисе и гражданской войне, когда президент ваш сольётся с поста - вы одумаетесь, что вас обманывали СМИ, что запудрили мозги, и вы опять придете к России просить помощи. Элементарный пример: когда ваши ДНР и ЛНР бомбили по мирным гражданам, детям; оставляя их на недели и месяца без еды, воды, мед.помощи и т.п., кто помог им??? Кто сердцем понимал,что нельзя так с любым мирным человеком??? Вы????? .. нет., опять русские,которые не понимают, как так можно, в мирных граждан, исподтишка, почему им не помогают нормальные и адекватные украинцы??? Раз мы для вас плохие, так и не пишите вы нам - уродам, что ж вы опускаетесь и тратите свое время!!!"	из России	Санкт-Петербург	31	Россия	1
82238278	7722587	[id181010264|Андрей], что бы вычислить по ip нужны две вещи: 1) школьник 2) внешняя ссылка, по которой переход будет, а если использовать впн, то вычислять Ваш ip из Германии	из России	Санкт-Петербург	21	Россия	2
84218399	2088885	[id219920635|Виктория], я из Питера ,а мои предки с Калужской области по-этому я точно русский!!!! Вот на счет вам Виктория это вопрос!!	из России	Санкт-Петербург	None	Россия	2
139397909	1929157	Парней из Дании и Норвегию жалко ...	из России	Саратов	19	Россия	1
86947842	2603682	[id42042616|Игорь], ага, а сама студия находится на Мальте, ибо после Майдана свалили из Киева. Но лично мне пофиг. Политика, мода, современные общественные реалии на вроде толерантности не должны сказываться на играх.	из России	Саратов	None	Россия	2
246118080	2185040	Жаль,что никто её не вспомнил)Мне очень нравится эта песня,победившая с огромным отрывом. А так мне нрав.многие ретро песни Евровидения:Логан,Клифф Ричард,Дана из Ирландии,Сикрет Гарден,АББА естественно,Франс Гал,Модуньо с Воларе,Киссес фо ми...))	из Румынии	Саров	27	Россия	2
144365725	1933838	чую победит кореянка из Австралии	из Румынии	Сергиев Посад	20	Россия	2
373768601	2345932	Отпустите мальчика из Болгарии он уже не дышит	из Самары	Сергиев Посад	22	Россия	1
12332801	2354056	"Финал Евровидения-2017.    Конечно, можно было подробно всё расписать, как год или два назад, в подробностях, но, к сожалению, в связи с отсутствием ТВ-трансляции в России и проблемой воспроизведения видеопотока через YouTube пришлось смотреть частями на остальных доступных трансляциях.    Что можно сказать в итоге: Португалия победила и на Чемпионате Европы-2016 по футболу, и на Евровидении-2017, причём и там, и там - впервые!  Победителем стал Сальвадор Собрал, у которого оказалась весьма говорящая фамилия - он реально СОБРАЛ все баллы: а их было 382 от жюри и 407 от телезрителей, что в итоге дало целых 785 очков!  Второе место занял участник из Болгарии - ""почти наш"" Кристиан Костов (337 от жюри и 278 - от телезрителей = 615), третье - группа-участник Евровидения-2010 ""Sunstroke Project"" с Epic Sax Guy, похожим на Дюка Нюкема (264 от жюри и 110 - от телезрителей = 374).  Италия - главный фаворит ""Евровидения-2017"", в итоге даже не попала в призовые места, заняв в итоге 6 место.    И снова голосование жюри и телезрителей разнятся. Австрии и Австралии телезрители дали 0 и 2 балла соответственно, чего не было у жюри, которые расщедрились на гораздо большие оценки (там было 93 и 171 очка соответственно).    Ну и немного шокирующего и эксцентричного. К Джамале, победительнице Евровидения-2016, до начала голосования подбежал также некий безумный фанат с флагом Австралии, показав всему миру свой голый зад.  Что эта задница может означать? Погружение в глубокую ж***, как там по Янке и Егору Летову, или что-то ещё?    А что касается песни победителя - ну мне она кажется какой-то слишком спокойной, однообразной, да и чего уж говорить, даже скучной и усыпляющей, как будто угасающей напоследок всё вокруг.  В общем, послушайте её сами. Напоминает что-то из музыки, которая используется в бразильских телесериалах.  Хотя если вы хотите расслабиться, то возможно, и эта песня вам вполне понравится своей исходящей из низов спокойной мелодичностью.    Мне кажется, что должно что-то более весёлое и запоминающееся побеждать, ведь это песни, которые реально должны чем-то запомнится, нежели обычными 3-минутными балладами, которые монотонно тянутся всю дорогу и никак не тянут на победу.  Я лично ожидал, что выиграет что-то реально интересное и запоминающееся на долгое время, причём также оставляющее свой след в истории, о чём много будут вспоминать впоследствии, пусть даже и сами песни конкурса изначально далеко отстают от этих параметров.    Но победителей не судят, что называется.    Результаты финала ""Евровидения-2017"", проходящего в Киеве:  1. Португалия. Salvador Sobral – Amar Pelos Dois - 758  2. Болгария. Kristian Kostov – Beautiful Mess - 615  3. Молдова. Sunstroke Project – Hey Mamma - 374  4. Бельгия. Blanche – City Lights - 363  5. Швеция. Robin Bengtsson – I Can’t Go On - 344  6. Италия. Francesco Gabbani – Occidentali’s Karma - 334  7. Румыния. Румыния. Ilinca ft. Alex Florea – Yodel It! - 282  8. Венгрия. Joci Pápai – Origo - 200  9. Австралия. Isaiah – Don’t Come Easy - 173  10. Норвегия. JOWST – Grab The Moment - 158  11. Нидерланды. TOG3NE – Lights and Shadows - 150  12. Франция. Alma – Requiem - 135  13. Хорватия. Jacques Houdek – My Friend - 128  14. Азербайджан. Dihaj – Skeletons - 120  15. Великобритания. Lucie Jones – Never Give Up On You - 111  16. Австрия. Nathan Trent – Running On Air - 93  17. Беларусь. Naviband – Story of My Life - 83  18. Армения. Artsvik – Fly With Me - 79  19. Греция. Demy – This is Love - 77  20. Дания. Anja – Where I Am - 77  21. Кипр. Hovig – Gravity - 68  22. Польша. Kasia Moś – Flashlight - 64  23. Израиль. IMRI – I Feel Alive - 39  24. Украина. O.Torvald – Time - 36  25. Германия. Levina – Perfect Life - 6  26. Испания. Manel Navarro – Do It For Your Lover - 5    (c) Дмитрий Уваров, 14.05.2017 г."	из Самары	Сердобск	27	Россия	2
273301337	1832003	Пародия на участника прошлого евровидения(точно год не помню) из Швеции	из Самары	Смоленск	19	Россия	1
30755794	7575648	[id27969245|Йошида], мне товарищ из Белоруси рассказывал как разогнали очередь за Diablo III, когда она только стартовала.	из сан марино	Смоленск	34	Россия	2
4060212	335396	В Норвегии на Лофотенах поднялись на гору с парой из Питера,  где ветер от души был.  Они сказали, что после Исландии это семечки 😀	из Сан-Марино	Снегири	None	Россия	2
56850342	1526819	всем привет решила высказать тоже свое мнение по поводу Евровидения 2015,скажу сразу этот конкурс смотрю лет 15-16как только 1 канал начал транслировать.до вчерашнего дня на счет гагаринои думала ну место так 12-14, не более,но после просмотра первого полуфинала я была приятно удивлена,ребят выбирать не из чего вообще,ни одна песня не запомнилась,наша Полинка на их фоне была самои яркои и номер и песня,так же понравилась колоритная девушка Бояна из сербии,группа из румынии с лысым солистом похожего на нашего певца трофима,певица из грузии выбрала необычный образ гота чем и выделилась,ну вот наверно и все про первый полуфинал евровид 2015,забегая вперед скажу что в этом году мое сердце покорили парни из Италии песня класс вокал вобще оперный,думаю они будут первые а на счет Полиночки мои прогноз это 4 место.PSна счет эстонии я не понимаю почему так всем нравится	из Сан-Марино	Сочи	28	Россия	1
197372790	2315001	И, кстати. Что там с голосованием? Смогу ли я голосовать за понравившуюся страну из России?	из Сан-Марино	Сочи	None	Россия	2
13869557	335599	"В общем ребят,по разному  ""Подходим. Рядом с домом, на небольшой ровной площадке стоит палатка (два студента из Англии идут от Шамони до Церматта). У хозяина спросили разрешения тоже поставить палатку - он разрешил и сказал, что это ничего нам стоить не будет.  В доме пользовались газовой плитой и общим столом, перед уходом отблагодарили хозяина небольшой суммой. ""  http://alps-trip.livejournal.com/53709.html"	из Сан-марино	Сочи	25	Россия	2
234552534	2027303	Хотя я и из россии, но всё равно надеюсь на провал петуха-лазарева)) Джамала топ 🔝🔝🔝🔝🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦	из Сербии	Сочи	None	Россия	1
153938760	1611638	[id7835192|Маргарита], это было мое первое евровидение)) я познакомилась с тремя мальчиками из Бельгии )) мы плясали с ними : Рапапапа тунайт)) быть там это так круто)) там просто нереальная атмосфера)) это стоит любых денег)))	из сербии	Ставрополь	32	Россия	1
43198531	1882083	Багс Банни из сан марино	из Словении	Ставрополь	None	Россия	2
61765222	1899912	вы из Австралии? :)	из узбекистана	Староминская	None	Россия	2
17424203	2373382	Конечно любимая Альма из Франции, Ирландия, Норвегия, Болгария, Азербайджан, Молдова, Кипр	из Украины	Старый Оскол	None	Россия	1
140870361	17421913	Мент из России походу	из Украины	Стерлитамак	None	Россия	2
5303598	1512348	Кто не из РОССИИ - голосуйте за Полину!!!!🇷🇺🇷🇺🇷🇺 смс на номер 4109 сообщение 12	из Украины	Сыктывкар	35	Россия	2
37584095	2324536	КРАСИВАЯ ДЕВУШКА ИЗ АРМЕНИИ И ПОЁТ КРУТО!!!	из Украины	Сыктывкар	None	Россия	1
7042047	1921769	Самая достойная,сильная и запомнившаяся девушка это из Болгарии!!!Потом Сербия,Австралия	из украины	Таганрог	29	Россия	1
111382418	1941917	Хоть я и из России, но мне понравилось выступление Украины, до мурашек даже	из Украины	Тамбов	None	Россия	1
90071813	2267578	Самое провальное евровидение за всё время будет, надеюсь прямые эфиры будут чаще срывать им из-за отказа других стран в связи с тем, что повели себя неадекватно и не пустили милую девушки из России	из Украины	Тверь	29	Россия	2
74290745	2651890	[id13785471|Андрей], ты понимаешь, что камера - это не мобильный телефон? И схватка может длиться несколько секунд. Учитывая, что Большой босс - первый крупный фильм с Брюсом, который стал главным героем фильма случайно и почти с середины фильма... я не слышал этой истории. Но на съемках Выход дракона - таких случаев полно. И оних рассказываюет много людей, которые просто работали на этом фильме. Не актеры даже. Зачем им это? Какая выгода? Вы в своей жизни хоть раз дрались? Где хроника? Почему никто не догадался включить камеру? Насчет триад - история мутная. Я знаю, что он дрался с предствителями китайских школ за право преподавать кунфу некитайцам. Но он из Китая убёг именно потому что с триадой повздорил. Дело пахло керосином. Урегулировал он с ними вопрос или нет - не знаю, но скорее всего - да, ведь он приезжал в Китая потом много раз и деньги на фильм выделялись не из госказны.	из украины	Тверь	35	Россия	2
112961122	1538037	Парень из Швеции победитель!! Пусть у нашей Полинки будет хоть 3 миллиона просмотров!((	из Украины	Тверь	37	Россия	1
6369031	1862799	😍Сергей превзошел мои ожидания) Смотрю Евровидение всю жизнь, и уверена что в финал наша песня в этом году выйдет точно! Это очень сильный посыл💪 И такое интересное ощущение что певица из Армении спела отправив свои волны любви Сергею, а он ей ответил ‘You Are the Only One’ ))❤	из Украины	Тольятти	None	Россия	1
213123284	2277730	[id405349424|Макс], я из Казахстана, здравствуйте😂	из украины	Томск	None	Россия	2
38886871	1764609	Новости из Италии пришли.	из Украины	Углич	22	Россия	2
22796351	2000038	Хорошо спела из Австралии)	из Украины	Ульяновск	28	Россия	1
88314673	1978561	[id120504608|Александра], мне больше интересно, кто из Украины будет голосовать за Россию. Это звучит менее правдоподобно.	из Украины	Ульяновск	17	Россия	2
19721719	2057643	все потому-что Серега из России,реально рашу не любят,и надо смириться с этим(	из Украины	Уфа	None	Россия	2
136560197	1975420	А Лазарев он из России во-первых и не трансик во- вторых. Так что шансов мало!!!	из Украины	Уфа	27	Россия	2
119778015	2308415	Швейцарию и Литву слили, оставили шлаковую Аню и шарик из Хорватии🤢🙁	из Украины	Уфа	None	Россия	2
235635023	366582	"[id431902034|Надя], ребята из Уфы на днях возвращаются из двухнедельной ""матрасной"" версии - на поезде по России и на автобусе по Грузии. За 9 дней 6 городов и ночёвки в отелях с завтраками, как я понял. По 30к там было. Опять же - в итоге всё зависит от конкретных пожеланий и расходов в процессе."	из Украины	Уфа	28	Россия	2
244146690	2000650	Как и Фредди из Венгрии.	из Уфы	Уфа	39	Россия	2
236679526	1933793	Это точно,  Я в шоке, что прошел гей из Израиля и мужик похожий на кончиту в красной куртке 😑😑😑	из Уфы	Хабаровск	None	Россия	1
184353120	2484933	Эх а были же годные фильмы из Японии...ну парочку	из Финляндии	Хабаровск	19	Россия	2
12162803	2356405	[id104286959|Николай], потому что он спел от России! И действительно, Россия #1. Нет России какой-то недопевец из Португалии выигрывает	Из Финляндии	Химки	22	Россия	2
203873164	1801737	[id167591181|Диана], просто меня бесит когда ко мне придераються на счет этого я вообще из польши приехал а тут тролят как последние не буду говрить кто я ведь приличный человек	из Франции	Чаплыгин	None	Россия	2
159791526	2012210	[id147702423|Максим], не удивлена, что ты из Украины._.	из Хорватии	Чебоксары	18	Россия	1
651202	7523316	[id67153919|Константин], мой двоюродный брат взял бмв. Она у него развалилась в дороге из Эстонии в Россию. Двигатель клинанул. А 10 это сколько лет назад ты вспомнил?	из Черногории	Челябинск	None	Россия	2
162531158	2334342	А из России же нельзя голосовать, да?	из Черногории	Челябинск	16	Россия	1
84473159	2354619	[id67436924|Лия], в прошлом году из Швеции  17летний мальчик был в семерке лучших	из Швейцарии	Челябинск	None	Россия	1
117801350	1523839	[id175127677|Change], мне тоже из Беларуси не понравились, к сожалению((((	из Швеции	Челябинск	23	Россия	1
12563873	7469202	Во время бурной юности, лет 10 назад, с друзьями всегда покупали сладкое шампанское из Питера, потому что из дешевого шампанского, только его было возможно нормально пить.	из Швеции	Челябинск	None	Россия	2
86529611	1889297	Оказывается, отец Кончиты Вурст (Томас Нойвирт) - армянин по национальности. Альфред Нойвирян переехал из Армении в Австрию, где женился на австрийке поо этих что ли ты	из Швеции	Чистополь	None	Россия	1
28911625	18227264	как свалить из России?	из Швеции	Чита	28	Россия	2
170433109	1911905	Кореянка из Австралии ?)	из Швеции	Якутск	22	Россия	2
342537410	1924943	ЧЕ ЗА СТРИМЕРША КАРИНА ИЗ ГЕРМАНИИ?	из Швеции	Зеленоград	21	Россия	1
102743531	2345218	[id101139264|Syuzanna], Сальвадор из Португалии	из Швеции	Омск	25	Россия	1
213264538	1887554	[id114420682|Виктор], может вы не смотрели,я слышала вчера отчетливо!  Из Молдовы, Беларуси, России и это не Сергей!  Ну да я просто не могу уже назвать имена	из Швеции	Белгород	None	Россия	1
5173706	2576636	Евгений уехал из России? Кто знает?	из Эстонии	Стерлитамак	None	Россия	2
12297766	1891252	Очень понравился парень из Латвии, удачи ему, буду искренне болеть🙏	из Эстонии	Октябрьский	33	Россия	1
381260954	2319322	[id223352644|Алексей], Россия должна была участвовать в 2017 году в конкурсе песни «Евровидение» в 21-й раз — страну должна была представить Юлия Самойлова с песней «Flame Is Burning». Однако 22 марта 2017 года Служба безопасности Украины запретила въезд в страну участнику России — певице Юлии Самойловой за нарушение украинского законодательства. ЕВС предложил организовать выступление Юлии Самойловой посредством прямой телетрансляции из Москвы, либо сменить участника конкурса. После отказа России, 13 апреля 2017 года Европейский вещательный союз объявил что Россия не сможет принять участие в конкурсе.	из Японии	Великий Новгород	None	Россия	1
217462287	17689807	Я из Перми	из Японии	Мухоедово	None	Россия	2
453651269	7542567	Ставлю на кожного ублюдка из России	из Японии	Новосибирск	19	Россия	2
