from_id,comment_id,text,from_expression,city,age,country
294439506,1612145,"Прощу прощения у администрации группы и всех адекватных людей, но... Во-первых, Гагарину любили и будут любить в своей стране, как и любого кто защищает ее честь, вспомните провальные олимпиады, ЧМ и ЧЕ по футболу...Ни разу Путин и прочие чиновники не устроили разнос им на прямую, страдают всегда министры.... Во-вторых, трусы - украинцы, были, будут и останутся стадом, которым управляет Обама и ЕС..Наш же,великий, но глупый народ, зачем то в ущерб себе принимает вашу братию, как с Малороссии, так и с Киева, больницы Ростова уже по швам трещат!!!!от ваших солдат, киевлян, которых ранеными оставили на поле боя ваши ""отважные"" защитники!!!!мы из за вас живем в стеснении, лично на моем примере, хотел поехать отдохнуть позвонил в гостиницу заказать номер и что я там услышал???там разместили, бесплатно!ваших чертовых беженцев, да еще им на содержание выплачивают суточные по 1000руб!!!хотя в среднем на россиянина с нашими зарплатами уходит по 800рублей!!!так мы их зарабатываем!!! а у вас даже газа своего нет, вы жрать варите на нашем газе!!за который не платите!!!вы бы без России с голоду сдохли бы уже!!!!зло прям накипело...я сам с Украины приехал с родителями, но сейчас даже стыдно это признавать..",с Киева,Волгоград,25,Россия
296313146,2177833,Это правда что с Швеции Лорин едет?,с Швеции,Воронеж,None,Россия
296658733,170693,"[id8618005|Isida], о,вы с уфы?",с уфы,Уфа,15,Россия
311900619,17210239,"Кто с Башкирии, там холодно",с Башкирии,Учалы,None,Россия
312329123,1691330,"[id23435107|Дима], Я как понимаю вы с Украины? Так у вас, исходя из вашего отбора, уже победитель очевиден настолько, что даже наличие в финале Хардкисс, Неангелов, Сансея ( а последнего ввиду открывшихся событий вряд ли можно назвать первостатейным конкурентом Джамале), то смысл отбора тоже непонятен. Не было бы возгласов о не пришедших смс-подтверждениях, размышлений у кого фанов больше. А срачи и так бы были по поводу песни ( обстоятельства нынешние их и диктуют). Есть у вас многообразие артистов и отсутствие застолбивших свои места звезд Первого эшелона с их продюсерами, Слава Богу!",с Украины,Курск,None,Россия
316088630,2032109,"ЗА 8 ОТДАЛА 10 ГОЛОСОВ,  Я С РОССИИ🌝",С РОССИИ,Заглядино,None,Россия
319593692,2246226,"Друзья с Украины, на каком канале у вас будет трансляция Евровидения? Подскажите чтоб онлайн смотреть",с Украины,Шахты,None,Россия
325124911,1960309,"[id26348030|Лариса], ага конечно.наверное с Украины",с Украины,Санкт-Петербург,None,Россия
325232026,1981779,Я тоже видел украину на первом...сам я с россии.не знаю как так получилось,с россии,Омск,27,Россия
326095948,17930011,Этот олень вообще не с Севастополя,с Севастополя,Ростов-на-Дону,None,Россия
326121923,7501235,"[id165400079|Артём], дело в том что она с Украины, там немного другая политическая культура, не такая армейская как в РФ. А так ее терпят, поскольку все же серьезными вещами она не занимается, каким-то фильмом всего лишь.",с Украины,Санкт-Петербург,36,Россия
327479871,2356779,"[id12162803|Евгений], во класс, Россия победила! Блииин, стойте, но Армянинка то тоже с России судя по вашей ""логической"" цепочке... значит вычисляем среднестатистическое  место... 18+1=19
19/2=9,5
Россия на 9,5 месте и это учитывая, что мы даже не участвовали! Во Юлька Самойлова расстроится😢 но это же круто, еще ни одна страна так не участвовала не участвовавши🤔 хотя постойте... Александр Рыбак, вот хитрец был то, а) за целых три страны отпахал, мужик👍",с России,Москва,24,Россия
331023114,17498838,"[id429705535|Роман], у тебя мозги вообще на бекрень.
Почитай книжек что-ли, узнай кто такой Махно и что с ним сделала красная падаль в лице большевиков. Ты даже начало айзберга не видишь, а уже лезешь в споры.
Малой, я старше тебя лет на 5-6 точно, у меня к тебе никакой ненависти - мне тебя жаль. Если реально интересно, почитай о Махно, узнай за что боролись анархисты, узнай как своих же ребят красная падаль убивала и как они делали революцию за бабки с германии.",с германии,Саратов,None,Россия
333127556,2238180,очень много артистов /звезд родом с украины но сделавшие карьеру успешную в сша в россии и это круто..к примеру андрусенко аня катя кузнецова ники бенз королева та ж и вобще всех не перечислить..гл что мы люди..и нужно любить весь мир..,с украины,Санкт-Петербург,None,Россия
335559108,17904418,"[id376430471|Андрей], я сам с России, казахский не знаю. Хотя сам казах. Был только в северных городах. Астана, Актюбинске и в Уральске. Все на русском разговаривают. Особенно в Уральске. Наверно потому что русско-язычного населения больше. Во всем Казахстане русских и казахов где-то 50/50.",с России,Оренбург,27,Россия
336744210,1755037,"[id160036486|Дарья], нет,на Маргарет мне было по барабану с ее автотюном,но она была лучшая с Польши",с Польши,Казань,19,Россия
341178818,156766,"Мне кажется только мы какие то подозрительные с россии,ощущение что нам чего то не договаривают,или просто все все знают и молчат,в сми нет упоминания про то почему все засекречено,думаю понятно написала",с россии,Красноярск,26,Россия
349604176,2174623,"Ну что сказать тайану слили...моя любимая Россия вас дернет очень на это надеюсь,идиоты вы ребята с Украины идиоты,для меня все равно это #1",с Украины,Тума,26,Россия
349790610,1885725,"[id329750811|Иван], очень жаль,что Вас окружают такие люди. Подобное притягивает подобное) на моем пути, еще не встречался гнилой человек, ни с Армении ни с Азербайджана. Может дело в Вас?)",с Армении,Москва,None,Россия
350216415,1957428,"[id44040153|Inna], ну все думают что турецкий) весь мир) у меня знакомый с франции мне говорил, что она тип по турецки говорит.",с франции,Санкт-Петербург,None,Россия
351045698,18057017,"[id7327394|Владимир], Телки при виде тебя блюют на колени
Смотря на тебя как ты рифмуешь на сцене
Ты ебаный хуеплет, на твои рифмы я давал тебе в рот
Тебя все долбят в очко, а ты стоишь и доедаешь вчерашнее говно
Ты ебаное цыганское чмо
Приехал с украины, работаешь проституткой-1500 смена",с украины,Санкт-Петербург,None,Россия
354987727,1892456,"Ахахаха, ребята, я тут смотрю на вас и офигеваю. С России, Азербайджана, Белоруссии, Украины, Армении и других стран. 
И все высказывают мнение о Джамале крайне негативное. Нет, ну вы представляете, уже два часа наблюдаю за вами, даже УКРАИНЦЫ хейтят свою ""любимую, талантливую"" ДЖАМАЛУ.",С России,Санкт-Петербург,None,Россия
355527801,1922097,"[id134498520|Саша], с России да)",с России,Пенза,30,Россия
356906519,2121747,"[id215092136|Максим], твое мнение... Хотя полюс, что он с Украины, нам свои там не помешают😃",с Украины,Красноярск,None,Россия
357390908,1793748,"[id13930366|Оксана], все ясно мадам с Украины !!!!!",с Украины,Санкт-Петербург,None,Россия
357785908,2368101,"[id231629831|Ольга], все правильно написали, а что с этих свидомых взять, свою страну то просрали.Где тут админы , что не убирают грязные комменты с Украины",с Украины,Самара,None,Россия
361574533,18245340,Морковку вроде помню с италии или откуда-то оттуда🤔,с италии,Санкт-Петербург,23,Россия
362635162,1847712,"[id140260139|Эрика], ПРИПЕВ ПЕСНИ ОЧ КРАСИВЫЙ ))))))) С ВЕНГРИИ ПАРЕНЬ ТОЖЕ ОЧ НРАВИТСЯ)))ХОРОШАЯ ПЕСНЯ",С ВЕНГРИИ,Москва,None,Россия
372253800,2110534,"[id210706324|Ирина], полностью с вами согласна, только вот проблема в том, что детки с Украины не знают историю ни свою, ни чужую, поэтому несут отсебятину какую то, и с легкостью поддаются дрессировке и промывке мозгов.",с Украины,Санкт-Петербург,None,Россия
372869777,2217347,"[id301828652|Антон], ты наверное с Украины поэтому так реагируешь ,правда глаза колит",с Украины,Москва,None,Россия
373614958,17687152,"[id174611975|Seclusion], ты с украины иле чечьни",с украины,Москва,17,Россия
377599604,17207489,"[id432241608|Alisa], ты ж вроде с Питера? Ну так написано по крайне мере )",с Питера,Санкт-Петербург,25,Россия
378146719,7615251,"Покажут в титрах, после чего переключатся на вопиющие новости с Украины 😉",с Украины,Казань,21,Россия
388704531,17255703,Та нихуя это не с Турции,с Турции,Астрахань,17,Россия
389399649,18071914,"[id69974554|Владислав], Россия 3 года воюет с украиной?😂 Ты в своем уме ? Посмотри как Россия воюет в Сирии ,а на украине максимум добровольцы с России ,это не война ,когда идёт война нет никаких дипломатических действий между воюющими странами а мы да же худо бедно торгуем ))) так ,что дурной это ты ,раз веришь ,что украина может воевать с РФ ,да ещё и три года )))",с России,Иркутск,None,Россия
391824849,17317941,"[id426702026|Ефим], я и не скидываю так оно и есть она с Украины",с Украины,Оренбург,None,Россия
397281616,17441879,Это когда приехали родственники с Москвы,с Москвы,Зима,14,Россия
409986413,17448889,"Продам айфоны 8, отправка с Уфы в любой город России.только России. Предоплата!",с Уфы,Уфа,None,Россия
413527417,2206604,"[id258697304|Никита], а я с России, Я считаю что Евровиденье -это политический срач,а не песни. Да и потом в мае еду отдыхать Чехию. Там тихо",с России,Москва,21,Россия
415754985,17198144,"[id363769670|Илья], не нравится съебал нахуй с России",с России,Москва,23,Россия
425618484,2333506,А то там с Ирландии кхм... Существо непонятного пола,с Ирландии,Санкт-Петербург,19,Россия
427334606,7733156,"[id425263379|Farid], зачем человек в 2014 пишет, что он с украины, а сейчас уже пишет, что из Москвы. При том Москву ненавидит якобы, т.к там ""одни черные"".",с украины,Москва,None,Россия
428317194,7517111,"[id201578191|Ираклий], сказал чувак с Украины😂😂😂",с Украины,Москва,116,Россия
428944197,17209960,Простите я забыл как выглядит еда тк я с России,с России,Ставрополь,19,Россия
438834347,195093,"Наткнулся сейчас на одного парнишку, только что он видео загрузил на ютуб. Оказалось он с России! Офигеть.. Это лучший требьют, что я видел!! Плакал:(",с России,Омск,23,Россия
441540484,18306638,"[id93339503|Vlad], в москве будешь чиркани посмотрим как запоешь,жавай хохлпятушек,сильно много трусов не пачка а то твоя мать с заработков с россии когда порванная вернеться не осилит",с россии,Москва,None,Россия
443572373,197459,"Ребят, кто с Москвы, вы там еще держитесь?)) три часа концерт идет😁😁",с Москвы,Москва,None,Россия
449864693,17892806,"То-то куча русских уехали от туда. Это в России всем места хватает, а в Казахстане эти 6 человек на кв км попросят свалить. У нас много русских с Казахстана и чёт ехали они сюда не от хорошей жизни. В Казахстане можно отдыхать, но не жить. Как Назарбаев в ящик сыграет, то вообще хз чё будет. Если даже в республиках в составе России не очень всё хорошо по межнационалке, то что уж говорить о Казахстане.",с Казахстана,Ялуторовск,30,Россия
457287606,18088284,Есть кто с Москвы девочки,с Москвы,Москва,22,Россия
