,age,city,country,from_id,id,miss,sex,text
0,None,Киев,Украина,29940413.0,408115.0,из Москвы,2,"[id62061564|Татьяна], Aeroflot/JAL из Москвы. На один английский лучше не рассчитывать, выпишите/выучите пару базовых фраз на японском. Для перемещения там куча поездов разной ценовой категории - то есть можно как на электричках ездить (останавливаются у каждого столба), так и гнать на шинкансене (но будьте готовы выложить круглую сумму). Потому в помощь JR Pass - он может и стоит дорого, но стоимость окупится через пару поездок. Покупка только за границами Японии. Можно вообще на автобусах ездить, еасли уж прям надо сэкономить (среди студентов очень популярно, ибо дешево, да и зачастую можно ночевать в них по пути). Насчет ""как дорого"" - еда на улице не такая уж и дорогая, есть хостелы по вполне приемлемым ценам (но это если брать крупные города)."
0,None,Львов,Украина,300632803.0,328993.0,из Беларуси,2,"Бродяги, как дешевле всего добраться из Беларуси в Израиль?"
0,15,Харьков,Украина,301086259.0,2248145.0,из Украины,2,"[id12470876|Анатолий], из Украины)"
0,None,Одесса,Украина,30145354.0,1864505.0,из России,2,"Вещь, очень похожа на вещь участника из России!!!😨😨😨Кто у кого содрал???"
0,27,Полтава,Украина,30529383.0,2358460.0,из Молдавии,2,"[id405914463|Карина], придержите свой пыл для тв и журналистов, мы не слепые и не глухие. А по выступу саксофон из Молдавии топчик !"
0,17,Чернигов,Украина,305345585.0,2304165.0,из Украины,1,Сколько стоит одно смс из Украины?
0,None,Киев,Украина,3054289.0,2366665.0,из россии,2,"[id297224017|Смилодонна], а он в Европу пошел жить для отдыха, или работать? То есть вы не такие же заробитчане?) Почему из россии убежал?) На россии много не заработаешь, как и в Украине))) Просто на россии люди промытые к тому же)"
0,None,Харьков,Украина,306914322.0,400390.0,из Украины,2,"из Украины) нормально, ну бывает конечно всякие попадаются, если что, на счет языка могут спросить только на западной и то исключение скорее) главное не говорить на счет политики, ""я з путина"" или что такое. вобще тут естькрасивые места - города горы реки, есть на что посмотреть)"
0,None,Николаев,Украина,30838232.0,2034664.0,из Украины,2,как из Украины голосовать?
0,None,Киев,Украина,308923598.0,2308744.0,ИЗ ВЕНГРИИ,2,КАК В ФИНАЛ ВЫШЛИ ЭТИ ДВА БЕЛЯША ИЗ ВЕНГРИИ И ХОРВАТИИ? КААК?? КТО ВООБЩЕ ЗА НИХ ГОЛОСОВАЛ???
0,27,Киев,Украина,310668082.0,2304710.0,ИЗ ФИНЛЯНДИИ,1,ВЕРКА ИЗ ФИНЛЯНДИИ конкуренты подоспели😆
0,None,Харьков,Украина,312913903.0,1675269.0,из России,2,"Лазарев уже давно должен был поехать на ESC. Я считаю, что выбор неплохой!!! Главное, чтобы песня была что-то  типа 7 wonders... 
Я всю жизнь прожил в Луганске, но всегда переживал на многих конкурсантов из России. По возможности голосовал. Лучшими от России считаю выступления в 2000, 2006, 2007, 2008, 2013 и 2015 годах. Надеюсь в этом году тоже будет отпад!!!"
0,None,Николаев,Украина,313407478.0,18275534.0,из России,2,"я конечно не из России,  но надеюсь Путин его закажет"
0,None,Днепропетровск (Днепр),Украина,314418455.0,2690623.0,из России,1,При чём тут сало ? Я из России)
0,None,Днепропетровск (Днепр),Украина,315433698.0,17873212.0,из Англии,2,"О, вы из Англии?"
0,19,Винница,Украина,315603633.0,2071204.0,из Украины,1,"Я из Украины, но я не рада. Эх. Нам для полного пиздеца еще евровиденья не хватало."
0,None,Черкассы,Украина,316092656.0,2196489.0,из Украины,2,"[id369175404|Марина], сомневаюсь. я из Украины и более чем рад, что Россия решилась на участие"
0,18,Киев,Украина,316384787.0,2321478.0,из Норвегии,2,"Молдовия ТОП, они достойны победы!! А еще нравится коллектив из Норвегии!"
0,22,Симферополь,Украина,31735986.0,2083618.0,из России,2,"АБАЖЕ
что за бомбилово у ура-патриотов?
не слышите песни Джамалы по радио? Напомните, откуда вы? Ах да, из России. Тогда вообще не показательно.
Смиритесь с проигрышем Лазарева. Отрыв по зрительскому голосованию 38 баллов, т.е. чуть больше 10%. Песня Лазарева понравилась зрителям чуть больше, чем песня Джамалы, а не будь у Лазарева навороченного номера, то и по баллам бы получил от зрителей как Австралия.
3 недели прошло, а у ура-патриотов продолжает гореть *рукалицо*"
0,None,None,Украина,31771738.0,1609873.0,из Украины,1,"Не знаю, чего там люди ссоряться. Я,конечно, не музыкальный гений какой-то, чтобы судить о плагиате... Но я из Украины и считаю, что у России заслуженное 2 место они молодцы. Очень мощная песня. Но номер и песня Швеции немного лучше. Зачем разводить скандал в исскустве на почве политики?"
0,None,Львов,Украина,318142759.0,2374955.0,из Украины,2,"[id51959743|Егор], ну, я чёт не видел людей из Украины, которые были недовольны местом в финале. Потому что номер был ужасным...
Украина имела шансы попасть в топ 5 вместе с Меловином или Таянной...
Но, наша ""звезда"", которая думает что она правит миром, взяла и испортила реазультаты. (Джамала)."
0,23,None,Украина,318668426.0,1968157.0,из России,1,"[id174264965|Ибрагим], на своих азербайджанок посмотри, которые на Евровидении трусами светят и в России разгульную жизнь ведут и прикрываются исламом.
Что у вас за привычка на нации переходить? Не нравится, уезжайте из России. Армяне спокойно живут."
0,29,None,Украина,324188101.0,2049093.0,из Украины,1,"Я из Украины, но болею за Россию! Это же настолько круто подготовленно, сколько сил вложено! А они тупо сливают суки!😡😡😡😡😡"
0,None,Одесса,Украина,32600043.0,1931827.0,из Украины,1,"[id174886352|Таня], ну я как-бы из Украины... да пели многие про любовь, но не скулить о старом"
0,None,Донецк,Украина,326072985.0,18283410.0,из Крыма,1,"Путину удалось оторвать Крым применяя террористические методы, впереди своих боевиков они ставили бабушек и женщин и штурмовали украинские военные части. Он открыто говорил об этом: «Мы буди стоять сзади женщин и детей.» 
Украинцы воюют лучше чем россияне, но у азиат больше танков и градов, к тому же россияне, как обычно террористы, прячутся в городах и ведут обстрел позиций украинцев из жилых районов, детских площадок и школьных стадионов. А все так называемые котлы были спланированы в генштабе РФ с применением основных российских войск которые пересекали украинскую границу осуществляли обстрел украинцев и уходили обратно. 
Россия на веки покрыла себя позором агрессора, подло ударив в спину только что освободившейся от криминального режима разграбленной и ослабленной Украине. Оккупант, вон из Крыма и Донбасса ! 
Теперь украинец воспринимает слово ""брат"" от русских как грязное оскорбление."
0,None,Киев,Украина,33427855.0,393740.0,из грузии,1,"Недавно вернулась из грузии и впервые слышу про детей, которые клянчат еду возле ресторана. Цеганок с детьми видела, но их тоже не очень много"
0,None,Запорожье,Украина,334605177.0,1708524.0,из Исландии,1,"[id630570|Виктория], можно узнать Ваше мнение о песне и исполнительнице из Исландии?"
0,31,Одесса,Украина,334940173.0,2236664.0,из Украины,2,"[id241985011|Владислав], у нас нормальная ситуация, мы не богаты конечно как Западная Европа или Скандинавия, но 500 долларов в месяц даже в глубинке может заработать любой рабочий, это из Украины едут на зароботки в Россию, Польшу и Португалию."
0,None,Киев,Украина,336720674.0,2237770.0,из Украины,1,"Ну ведь запоминается же?))) Это, конечно, гениальная логика: «Кто там выиграл? Украина? Тааак. Кто из Украины известен в мире музыки? Kazaky! Точно! Есть у нас один такой чувак…»))) Только вот Kazaky наши – танцоры бомбезные, личности яркие и харизматичные, да и музыка у них посвежее будет. В общем, просчитались трохи (на 40-е место). Хотя, чем черт не шутит? Песня танцевальная. Авось, все уйдут в пляс, потеряют контроль и голосовать бросятся?))"
0,None,Николаев,Украина,33987089.0,2374078.0,из Италии,1,"[id274591456|Севиль], больше вскго Италия. Немного Болгария, хотч сначала не очень нравилось. Так же уже после евровиденя начаоа нравиться песня Латвии. Кстати, на твое удевление- моими фаворитами в 2015 году была группа Иль воло из Италии. А у нее,кстати, не поп😆"
0,None,Харьков,Украина,34035702.0,1873826.0,из Украины,1,"Я из Украины,искренне болею за Сергея Лазарева.  Один из самых лучших мужских голосов на Евровидении. Очень круто спел. Молодец!!! 👏"
0,None,Ужгород,Украина,341318125.0,2177199.0,из Украины,1,"[id170420789|Виктория], А тут вы ошибаетесь) И во Львове адекватные люди будут рады россиянам) Я много раз бывала во Львове и разговаривала на русском, но мне никогда плохого не сказали а наоборот разговаривали со мной на русском) Мой отец в России работал 7 лет, но когда началась ситуация его тупо выгнали только потому что он из Украины) Везде есть такие сволочи! не нужно говорить, что только в Украине. Вы не правы. Я живу на Закарпатья, но румынка по национальности и всю жизнь на румынском разговариваю) и когда бываю в Мукачево, Хусте, Львове говорю на русском потому что он легче мне даётся, чем украинский, но никогда я упреков не слышала."
0,None,None,Украина,342856572.0,2323602.0,из России,1,"[id83526913|Лиза], если что могу скинуть трансляцию украинского канала, которая открывается из России))"
0,None,None,Украина,34612954.0,1944335.0,из Бельгии,1,"мои фавориты Кипр, Латвия, Лазарев и Джамала. Вот эти 4 песни нравятся больше всего. Еще девушка из Бельгии. Но возникает постоянное ощущение дежавю. Еще она мне напомнила манерой исполнения Jamiroquai"
0,None,Львов,Украина,350971794.0,2337530.0,из России,2,"[id167263204|Есения], из России никак, ибо не учавствуют"
0,26,Киев,Украина,3530438.0,2200984.0,из Киева,1,"[id98008121|Алексей], у тебя проблемы с футболом?) Пока что из Киева ,надеюсь когда нибудь я буду дЭвушкой из Питера ."
0,None,None,Украина,355112518.0,2249298.0,из России,2,"Сергей, если бы ты реально смотрел на вещи ты б так не писал.
 Допустим её пустили б.Первое чтобы написли русское сми и соцсети :"" Путин нагнул Украину и Европу и снова  всех переиграл"". Но ни это самое страшное, приехала Самойлова и кинул в неё провокатор из России кирпич,ваши сразу сделают виноватыми Украину,( что- то будет похожие как на Евро 2016, когда ваши напали на англичан).
К тому же мы предлагали заменить участника или выступить онлайн, но Россия отказалась.За весь год у русских подписчиков было множество вариантов кто поедет Наргиз, Би- 2, Панайотов, опять Лазарев. Но выбрали, специально, того кого даже представить тут не могли. Хотели сделать из Самойловой мученицу, но не получилось. Привыкайте, что посеешь, то и пожнешь, и  это только цветочки, а плоды скоро созреют. 
 И у меня тоже родственник в России, и я знаю как там мозги промывают.Головой думайте, что творите."
0,None,Волноваха,Украина,361798977.0,2140931.0,из России,1,"Я живу в Украине,но по моему на Евровидение из России поедит 
Елена Темникова"
0,None,Севастополь,Украина,363345560.0,328044.0,из Киева,1,"я пишу как было здесь, а у киевлян спрашивала, чтобы узнать как там. А ещё у нас были военные части, которые не сразу перешли под юрисдикцию РФ - отказалис. Так они всё сидели и ждали, когда же им придут хоть какие-то указы из Киева. А Киев молчок. Слили просто и всё, ни ответа, ни привета, выкручивайтесь сами - боритесь или сдавайтесь - нам всё равно.

Вот так это выглядело отсюда )))

Митинг 23-го февраля прогремел на всю страну, но его все проигноривали. Затем издали указивку о том, что будет референдум. Снова это проигнорировали. Чему удивляться-то? )))"
0,25,Конотоп,Украина,36361061.0,1894274.0,из Украины,2,Лучшее выступление как по мне.Зрелищное.Я сам из Украины и буду голосовать за него.Считаю что конкурс вне политики...
0,25,Винница,Украина,36398341.0,1550923.0,из Греции,1,"Девушка очень красивая, на мой взгляд, а то что кому-то нравятся тощенькие косточки с мышиным личиком- ну так вкус у всех разный.) а то что не зайдешь, все комментарии в адрес внешности Элины. Да она же невероятно яркая, я запомнила ее с первого раза, увидев в клипе, в отличие от исполнительниц из Греции и Испании с правильной внешностью и параметрами, которых я до сей поры отличить не могу. )) А то, как поет Стиг, и правда можно слушать и слушать, и ведь он, вроде как, в основном пишет песни и очень редко поет сам. И вместе они создают очень красивую и гармоничную пару с продуманным, стильным номером. Они не червонец и не могут нравиться всему подряд.)) у всех вкусы свои... Жаль конечно что 4-й номер, я уже приготовилась к победе Швеции и желаю ребятам просто порадовать своих фанатов и получить достойное место в десятке..."
0,None,None,Украина,364007825.0,2097220.0,из Украины,2,"[id46354368|Лина], А что о нем говорить,очередной русский трэш,где украинцы зло,а Севастополь, Россиюшка ещё отожмет. Все ясно,что тут обсуждать?Кстати...кто смотрит русские детективные сериалы...знайте...если в фильме есть персонаж из Украины ,с типичной украинской фамилией...то убийца он."
0,None,Киев,Украина,369977916.0,2253950.0,из Израиля,2,"https://vk.com/imriziv
Группа об участника из Израиля 🙃
Подпишись"
0,None,Киев,Украина,37066726.0,1844830.0,из Украины,1,"[id322722280|Глория], молодец Настя,не забыла,что она родом из Украины.Такая себе,святая простота."
0,16,Киев,Украина,372234805.0,2116989.0,из Киева,2,"[id58917468|Дмитро], я из Киева, но поверить, что нас предпочли Львову не могу. Бедные иностранцы"
0,None,None,Украина,37403270.0,1674933.0,из России,1,"[id630570|Виктория], видео где Ди Каприо сказал что его бабушка из России я так и не увидела, но лгу почему то я. 
Или это из серии ""все ровно на слова,мы же кацапы, знаем все и про всех"""
0,None,Киев,Украина,37639625.0,2210595.0,из России,1,"[id103887423|Милана], ого ты что???посмотри ссылка ваши напечатали, русские новости,ну все понятно,весь мир об этом знает а вы нет😂 зххПопахивает тем,что ты не из России😂 Риа новости,не наш источник!"
0,None,None,Украина,37668270.0,1933825.0,из Литвы,1,"если уж говорить о классной попсовой песне в этом году, то если выбирать из песен Лазарева и мальчика из Литвы, драйвовее была Литва.."
0,None,Полтава,Украина,383724941.0,2313151.0,из Беларуси,1,кто-нибудь может скинуть песню ребят из Беларуси?)
0,None,None,Украина,385044656.0,7483652.0,из России,2,"[id450294019|Егор], ты точно из России?"
0,None,Киев,Украина,38661359.0,1965662.0,из Украины,1,"[id6468666|Артём], Ахах) да без проблем) 
Только я из Украины )"
0,23,Луцк,Украина,39029211.0,1807908.0,из России,1,"Мне не нравится ни песня, ни исполнительница. У нее есть почитатели и поклонники, но это явно не я. И да, я не малолетка. И да, я не из России. Сижу прям и завидую успехам армян, вся обзавидовалась."
0,14,Киев,Украина,393016342.0,2278511.0,из Черногории,1,Что это за недоразумение из Черногории?
0,None,None,Украина,397288786.0,17907347.0,из питера,2,"[id307724560|Аня], ты из питера, откуда ты мой район знаешь"
0,23,Херсон,Украина,40708037.0,2542163.0,из Италии,2,"Оставлю немного МДМа из Италии, посвященного ВОВ."
0,None,Полтава,Украина,40760988.0,1969443.0,из россии,2,"Лазарев может победить только в том случае, если ЛГБТ-сообщество Европы объединится и проголосует за своего кандидата из россии."
0,None,None,Украина,408372674.0,2267004.0,из России,1,"[id11093795|Дина], я не писала что все кто нажал ""нет"" из России. Вы имеете право нажать ""нет"", не смотря на ваше место жительства. Но то что имеют место быть антиукраинские настроения не нужно отрицать)."
0,18,Запорожье,Украина,410784462.0,17588044.0,из китая,2,"[id20124006|Александр], и то из китая"
0,26,Харьков,Украина,41192941.0,2676860.0,ИЗ АВСТРИИ,2,КОСТЛЯВЫЙ ПАРЕНЕК ИЗ АВСТРИИ...какой он нахрен костлявый?
0,21,Одесса,Украина,418569366.0,2271009.0,из России,2,"И кстате Люд , Роман из России !!"
0,None,Запорожье,Украина,423635483.0,2236354.0,из России,2,"[id279528209|Саид], каким референдумом.
Когда под каждой воинской частью стояли солдаты из России и пытались захватить их.
"
0,None,Бахмут / Артёмовск,Украина,424510470.0,2251948.0,из России,1,"[id223273348|Андрей], дайте-ка угадаю, вы из России?))"
0,27,Свердловск / Должанск,Украина,424524987.0,18041359.0,из узбекистана,2,"[id326696846|Purple], я долго думать не буду,и мамку трогать не стану.ты хуже уебана из узбекистана,ты хлам ебаный...пидерсия ссаная.ты из какого стога выпал?из какого клана?..я тебЯ доведу до разрыва твоего пукана...а...да...и я ебал твою маму"
0,None,Днепропетровск (Днепр),Украина,425944284.0,7541774.0,из Украины,2,"я из Украины.и в моем городе,Днепре,тоже самое происходит"
0,None,None,Украина,4284062.0,17640500.0,из России,2,Завтра я еду из России через Украину в Белоруссию
0,None,Одесса,Украина,42841393.0,1602071.0,из Украины,1,"Я сама из Украины,город Одесса..очень люблю творчество Полины,очень ждала ее победы. Жаль что итоги таковы"
0,None,Константиновка,Украина,428635792.0,419068.0,из Украины,1,"Ох ты боже мой...То есть,если посмел сказать что там не очень хорошо,то он из Украины?
А просто правду вы не рассматриваете?
То,что там стало намного хуже с вашим приходом. То,что об этом уже говорят в открытую. А иначе и быть не могло. Вы не делаете  хорошо. Не приучены.  Крым захватывался как военная база, в базу он и превратился."
0,21,Харьков,Украина,42961615.0,1955887.0,из Украины,1,"[id75792998|Анастасия], да я знаю... я их слушаю с 2009 года, но пока не разу не посчастливилось побывать на концерте, я просто из Украины, а в Киев на концерт поехать не получилось("
0,27,Сумы,Украина,43280419.0,1871639.0,из сан-марино,1,"кипр, азербайджан, дядя из сан-марино, россия, нидерланды, возможно маньяк из эстонии, венгрия, хорватия, армени, может исландия - моя десятка"
0,None,Крыжополь,Украина,43690207.0,2607949.0,из Украины,2,С днём рождения! Успехов! Привет из Украины!
0,29,Ивано-Франковск,Украина,445241285.0,17871886.0,из Украины,2,боярам привет из Украины
0,None,Донецк,Украина,455483352.0,17641290.0,из Китая,2,https://vk.com/alimagazine1 — Паблик с товарами из Китая! :)
0,23,Железная Дорога,Украина,46054176.0,2365260.0,из России,2,"Такое унылое скучно евро, что аж за 1-2-5к комментов. Дадада, только жопа разбавила обстановку) Аж куча из России в МВЦ приехали за Костова болеть) скукота) Как только все там вытерпели?"
0,None,Одесса,Украина,46220621.0,2251644.0,из Испании,1,"[id51077341|Роман], Господи, не приписывайте это движение прошлогодней конкурсантке из Испании. Оно и до нее использовалось 100500 раз"
0,36,Запорожье,Украина,4902074.0,1935928.0,из Сан-Марино,1,"Смотрела внимательно оба полуфинала, но вот из первого не помню Испанию и Францию, зато особо запомнились пираты-киприоты, мужичок из Сан-Марино, армянка, а сегодня - Израиль, Болгария, Украина, грузинские Лолиты, австралийская кореянка. Все остальное было блеклым и словно уже двести раз услышанным."
0,None,Киев,Украина,49843223.0,1673782.0,из России,2,"[id39604938|Tanya], не под одно. 
Заметьте, не украинец назвал крымчанку ""это"". Большинство россиян привыкло, что они пупы земли и могут врываться к другим в жизни. Хотя это далеко не так... 
Это ментальность, что поделаешь. 
Но, опять же, я не говорю все. Понятно, что всех под одну дудку косить нельзя. Знаю много хороших людей из России."
0,21,Одесса,Украина,51344433.0,2269324.0,из Дании,1,Аня из Дании
0,None,Харьков,Украина,51555868.0,18109467.0,из России,2,"[id35315696|Николай], тут впринципе ясно все с тобой, человек из России, который ненавидит Украину, и считает что она ему должна)"
0,None,Киев,Украина,51734465.0,1819764.0,из России,2,я надеюсь люди из России не все такие не адекватные??????? нормально могут общаться???
0,None,Днепропетровск (Днепр),Украина,52177935.0,322429.0,из Австрии,1,"Про Чешский Крумлов не согласна, была там трижды и цены не из дешевых так как очень много туристов в том числе из Австрии"
0,27,Харьков,Украина,52376629.0,1957980.0,из Украины,1,"К чему весь этот политический срач? Это музыкальный конкурс.
Я из Украины, и мне очень понравился и Лазарев, и Джамала. Оба сильные вокалисты. Буду рада победе любого из них. 
А насчёт вышенаписанного комментария с предложением ""скинуть атомную бомбу на Хохляндию"" могу сказать, что адекватный человек такого написать не может.
Мира вам, Россияне, и добра."
0,None,Алчевск,Украина,53029923.0,1992004.0,из Украины,1,Как из Украины проголосовать за Россию??
0,None,None,Украина,53294867.0,2310920.0,из Болгарии,1,"Мне почему-то искренне хочется, чтобы победил мальчишка из Болгарии, по-моему он этого заслуживает. Такой чистый вокал, ни разу не сфальшивил."
0,None,Харьков,Украина,53682261.0,1966544.0,из Украины,1,"У меня сердце кровью обливается, когда я читаю, как украинцы и русские тут соревнуются в том, кто кого больше заденет. Не надо так, ребята( пускай политики ссорятся и ругаются. Люди же не при чем. Я из Украины. И на этом Евровидении я голосую за Россию, даже если Украинские голоса телезрителей за Россию не будут учитываться, как у нас говорят. У меня прямо маленькая мечта, чтобы сегодня Украина и Россия обменялась хорошими баллами друг для друга, как в старые и светлые времена."
0,20,Донецк,Украина,54266338.0,2282164.0,из Украины,2,Как голосовать из Украины?
0,26,Черноморск / Ильичевск,Украина,54484664.0,2314758.0,из Румынии,1,Нравится как группа из Румынии спела!!
0,26,Харьков,Украина,5468043.0,1945518.0,из России,1,"[id236623287|Ольга], Главное что у вас все отлично!и ВВП растет и тарифы на ЖКХ копейки, и пенсионеры у вас счастливые и по всему миру ездят, не протолкнуться просто на курорты от количества пожилых туристов из России. А еще бензин бесплатный и газ в каждой деревне. Вот рада за вас. А дорогам вашим вообще весь мир завидует. Смотрят все и рыдают как же в Рассее офигенно. А технологии..ммм. зашибись Сколкино работает в поте лица, космодормы строят, а главное миллионы не гребут. Потому что люди честные. Взяток не берут, и на погоду перед парадом все равно не выделяют по 84.000.000 млн. а все ветеранам все пенсионерам и молодым специалистам. Все образованные и ведут исключительно здоровый образ жизни! И везде у вас так круто, продуктов столько вкусных что девать некуда, закапывают в землю, а ""200"" грузы откуда приезжают парни молодые пропадают, наверное тоже продукты копали не заметили. Вообще ВСЕ вам завидуют. И мы тоже, украинцы, американцы вообще плачут по ночам, мечтают в Псков на отдых поехать, задолбали все эти курорты с безупречным обслуживанием и красотой. Все хамства хотят да по больше!!! А еще вот так посидеть с такими умными людьми о политике и о путине потрещать, за водочкой. А в конце встать и как запееть Боже Путина Храни, и вообще релакс и кайф! Спели б эту песню автоматом выиграли все конкурсы не то что в европе и мире, вселенную захватила бы эта лихорадка. И как бы вся планета зажила!!! Ни проблем с экологией, ничего , лишь бы Путин жив был!"
0,None,None,Украина,55231641.0,2742529.0,из Дании,2,"[id341597508|Эльдар], Господи. Экранизация б*ять игровой серии, где внезапно ВО ВСЕХ ЧАСТЯХ ГГ ЖЕНЩИНА
 - Ууу проклятые феминистки трансгендеры, совсем о*уели, в 1 из 10 игр/фильмов ГГ баба, все, п*здец, мужскому достоинству п*зда. Достали эти бабы, надо вообще их выгнать из кино, шоб только мужики играли, шоб мужиков играли мужики и баб играли мужики, и даже собак играли мужики, б*ять. 
Как же я вас презираю, людей, которые везде видят пропаганду феминизма, гомосексуализма, разрушения духовных скреп и жидорептилоидов с нибиру.
Одно дело когда это нормально вплетено в сюжет, и кстати канонично. Другое когда этому придают максимальное внимание как в Девушке из Дании и Лунном свете.
Но здесь-то б*ять экранизация игры, ЦА которой мужики, какого хера вам опять не нравится ?"
0,None,Одесса,Украина,55410223.0,392930.0,из Приднестровья,1,"[id152812575|Микола], у меня была ситуация, что въезжали в Украину из Приднестровья. А там нет границы ни Приднестровской, ни Молдавской. И мне не поставили выезд из ЕС"
0,None,Харьков,Украина,55933145.0,329354.0,из Австралии,1,"[id43852|Светлана], работала с девочкой из Австралии, много слышала об этом😊"
0,None,Киев,Украина,56801308.0,2339329.0,из Киева,2,Ну теперь и раша покажет жопу из Киева
0,30,Одесса,Украина,56845782.0,1745902.0,из России,1,"[id351083694|Ерих], как Вы по ютьюбу определили,что 80% из России?😕"
0,17,Киев,Украина,57747335.0,2334655.0,из Украины,1,"Я хоть и из Украины, но Беларусы слишком пуси 🇧🇾❤️"
0,20,Киев,Украина,58917468.0,2134768.0,из Киева,2,"Ребята, посудите сами. Половина бюджета на подготовку, а то и более ушла в карманы чиновникам. Никто ничего не делает. Территория возле м.Левобережная в ужасном состоянии. Коммунальные службы не работают так, как им полагается. В слогане нет ничего оригинального. НСК не выбрали, ну и фиг с ним. Отдали бы другому городу проведение, Днепру или Львову.

И да, если я украинец и из Киева, это не значит, что у меня должно рвать пукан от того, что Евровидение в Украине это прелесть, и что там нет ни дольки политики, и что оно обязательно должно быть в столице."
0,None,Киев,Украина,58929896.0,1839311.0,из Литвы,2,Кто тут из Литвы?
0,None,Мариуполь,Украина,59020924.0,1914833.0,из Украины,2,"Ну то, что из Украины, это сразу понятно👍"
0,None,Киев,Украина,59109107.0,1863337.0,из АВСТРИИ,1,Эм... а чего чувиха из АВСТРИИ поет на френче?
0,21,None,Украина,61581640.0,1945478.0,из Украины,1,"[id169400697|Thomas], самое обидное что я из Украины и все таки ожидала большего!согласна я ещё весьма юного возраста,но оцениваю я как человек из социума за страну которого ,так званая Джамала выступает!и могу выразить своё мнение по этому поводу"
0,None,Харьков,Украина,62024977.0,314805.0,из киева,2,дешевле всего брать в две стороны сразу из киева:
0,None,None,Украина,62618620.0,18141401.0,из китая,2,опять постанова из китая ... заебли
0,None,Киев,Украина,6364283.0,1686863.0,из России,1,"Продолжается дискуссия о допустимости участия в национальном отборе Украины песни исполнителя SunSay ""Love Manifest"". 

Напомним диспозицию: Премьера песни состоялась 18го октября 2014 года в Москве. С того дня она входила в регулярный сет-лист концертов группы. Артист неоднократно выступал с ней на гастролях в России: в концертном зале Известия Hall в Москве (вместимость 2000) зрителей или Roof Music Fest в Санкт Петербурге (общая посещаемость около 6000 зрителей). Было множество выступлений и внутри Украины - от фестиваля Atlas Weekend (с общей посещаемостью до 30 тысяч человек) до этно-фестиваля KAMWA (общая посещаемость до 8 тысяч зрителей). 

Помимо того, запись песни была размещена в сети интернет, однако ряд наиболее популярных видеозаписей из России уже удален. У наиболее просматриваемого на сегодня видео с фестиваля KAMWA свыше 20 тысяч просмотров, из них 3000 были набраны до 1го сентября 2015 года. Всего же, на Ютубе более десятка записей с различными живыми исполнениями песни, а в социальной сети ВКонтакте сотни перепостов с ней до 1го сентября 2015 года. 

Процитируем правила национального отбора Украины: ""песня должна являться оригинальной (созданой без использования никаких других произведений, без нарушения прав третьих лиц), не быть публично обнародованой полностью или частично (в том числе текст отдельно от музыки или наоборот) и не быть использованой никоим образом в коммерческих целях до 1 сентября 2015 года"". 

Таким образом, очевидно, что концертные выступления (даже с другим текстом), в том числе на коммерческих концертах, нарушают правила национального отбора. Однако, сразу после объявления списка участников, музыкальный продюсер отбора, Константин Меладзе дал следующий комментарий: ""Мы все очень скрупулезно проверяем и есть определенные правила, песня не должна быть выложена или опубликована на радио или на телевидении. Если песня не опубликована на радио и телевидении, не использовалась в коммерческом ракурсе, это имеет право быть представленным на Евровидении. Мы интересовались и смотрели в кодекс Евровидения, и с этими песнями все нормально"".

Правила международного Евровидения гласят следующее: ""Участвующие песни (текст и музыка) не должны быть коммерчески выпущены до 1го сентября года, предшествующего конкурсу. В случае, если композиция была представлена публике, например, но не ограничиваясь, размещением песни на онлайн видео платформах, в социальных сетях или (полу-) открытых для публики базах данных, участвующая телекомпания должна проинформировать исполнительного супервайзера конкурса, который должен оценить, может ли данная композиция принять участие в нем. В частности, исполнительный супервайзер должен оценить, может ли подобная презентация песни до 1го сентября дать композиции преимущество на конкурсе перед другими композициями. Исполнительный супервайзер ЕВС затем разрешает или запрещает данной песне, которая возможно была представлена публике ранее указанного срока, и затем его решение должна утвердить и Организационная группа конкурса""

""Существует обоснованный риск в том, что песня, столь широко доступная зрителям как на концертах, так и в интернете, будет дисквалифицирована в случае ее выбора для международного Евровидения, а выбравшаяя ее телекомпания понесет штраф и репутационные потери. В частности, определяющим фактором в данном случае может служить то, что исполнитель неоднократно выступал с этой композицией в другом участвующем в конкурсе государстве, и даже полученный благодаря этому 1 голос, будет уже являться необоснованным преимуществом представителя Украины перед другими участниками шоу. 

Очевидно и другое, подобные песни нарушают сам дух правил Евровидения. Изменения в правила вносились для того, чтобы разрешить случаи, когда песня была вывешена на myspace с порядка двадцатью прослушиваниями (как у представительницы Беларуси 2014 Алены Ланской), или пара фраз из нее была акапельно спета на радио (как у представительницы Нидерландов Анук). Но не для прикрытия масштабной коммерческой гастрольной деятельности с данной песней на протяжении полутора лет до конкурса. Несоблюдение этого правила приведет к засилью на конкурсе старых, известных годами, песен, что совершенно не совпадает с его форматом как фестиваля новых, специально написанных для него композиций"", комментирует правила главный редактор ESCKAZ.com, эксперт в области Евровидения Андрей Михеев. 

Тем не менее, организаторы отбора продолжают давать, зачастую противоречащие как друг другу, так и правилам национального отбора и международного Евровидения объяснения, почему песня может быть допущена до участия в отборе. 

Генеральный директор НТКУ Зураб Аласания в интервью Вести Украины: ""Правила отбора на «Евровидение» довольно гибкие, поэтому песню Андрея, хотя он уже пел ее на концертах, с конкурса не снимут. Правила запрещают использовать композиции, которые звучали до отбора на радио, телевидении или в крупных концертах. А Сан исполнял ее в клубах"". 

Комментарий: В данн?6?"
